	Cell_type	Gene	source
3360	Th1	CLEC7A	Charoentong_2017
3361	Th1	COL23A1	Charoentong_2017
3362	Th1	COL4A4	Charoentong_2017
3363	Th1	COL5A3	Charoentong_2017
3364	Th1	DAB1	Charoentong_2017
3365	Th1	DLEU7	Charoentong_2017
3366	Th1	DOC2B	Charoentong_2017
3367	Th1	EMP1	Charoentong_2017
3368	Th1	F12	Charoentong_2017
3369	Th1	FURIN	Charoentong_2017
3370	Th1	GAB3	Charoentong_2017
3371	Th1	GATM	Charoentong_2017
3372	Th1	GFPT2	Charoentong_2017
3373	Th1	GPR25	Charoentong_2017
3374	Th1	GREM2	Charoentong_2017
3375	Th1	HAVCR1	Charoentong_2017
3376	Th1	HSD11B1	Charoentong_2017
3377	Th1	HUNK	Charoentong_2017
3378	Th1	IGF2	Charoentong_2017
3379	Th1	RCSD1	Charoentong_2017
3380	Th1	RYR1	Charoentong_2017
3381	Th1	SAV1	Charoentong_2017
3382	Th1	SELE	Charoentong_2017
3383	Th1	SELP	Charoentong_2017
3384	Th1	SH3KBP1	Charoentong_2017
3385	Th1	SIT1	Charoentong_2017
3386	Th1	SLC35B3	Charoentong_2017
3387	Th1	SIGLEC10	Charoentong_2017
3388	Th1	SKAP1	Charoentong_2017
3389	Th1	THUMPD2	Charoentong_2017
3390	Th1	TIGIT	Charoentong_2017
3391	Th1	ZEB2	Charoentong_2017
3392	Th1	ENC1	Charoentong_2017
3393	Th1	FAM134B	Charoentong_2017
3394	Th1	FBXO30	Charoentong_2017
3395	Th1	FCGR2C	Charoentong_2017
3396	Th1	STAC	Charoentong_2017
3397	Th1	LTC4S	Charoentong_2017
3398	Th1	MAN1B1	Charoentong_2017
3399	Th1	MDH1	Charoentong_2017
3400	Th1	MMD	Charoentong_2017
3401	Th1	RGS16	Charoentong_2017
3402	Th1	IL12A	Charoentong_2017
3403	Th1	P2RX5	Charoentong_2017
3404	Th1	CD97	Charoentong_2017
3405	Th1	ITGB4	Charoentong_2017
3406	Th1	ICAM3	Charoentong_2017
3407	Th1	METRNL	Charoentong_2017
3408	Th1	TNFRSF1A	Charoentong_2017
3409	Th1	IRF1	Charoentong_2017
3410	Th1	HTR2B	Charoentong_2017
3411	Th1	CALD1	Charoentong_2017
3412	Th1	MOCOS	Charoentong_2017
3413	Th1	TRAF3IP2	Charoentong_2017
3414	Th1	TLR8	Charoentong_2017
3415	Th1	TRAF1	Charoentong_2017
3416	Th1	DUSP14	Charoentong_2017
1172	Th17	ABP1	Angelova_2015
1173	Th17	B4GALNT4	Angelova_2015
1174	Th17	C2CD4A	Angelova_2015
1175	Th17	C2CD4B	Angelova_2015
1176	Th17	CA2	Angelova_2015
1177	Th17	CCDC65	Angelova_2015
1178	Th17	CEACAM3	Angelova_2015
1179	Th17	CHRM3	Angelova_2015
1180	Th17	DOC2B	Angelova_2015
1181	Th17	F12	Angelova_2015
1182	Th17	FURIN	Angelova_2015
1183	Th17	GPR25	Angelova_2015
1184	Th17	IL17A	Angelova_2015
1185	Th17	IL17C	Angelova_2015
1186	Th17	IL17F	Angelova_2015
1187	Th17	IL17RC	Angelova_2015
1188	Th17	IL17RE	Angelova_2015
1189	Th17	IL23A	Angelova_2015
1190	Th17	ILDR1	Angelova_2015
1191	Th17	LONRF3	Angelova_2015
1192	Th17	LTK	Angelova_2015
1193	Th17	MOCOS	Angelova_2015
1194	Th17	SH2D6	Angelova_2015
1195	Th17	TNIP2	Angelova_2015
1196	Th17	TRAF3IP2	Angelova_2015
1197	Th17	YBX2	Angelova_2015
1198	Th2	ASB2	Angelova_2015
1199	Th2	CALD1	Angelova_2015
1200	Th2	CCR2	Angelova_2015
1201	Th2	CSRP2	Angelova_2015
1202	Th2	DAPK1	Angelova_2015
1203	Th2	DLC1	Angelova_2015
1204	Th2	DNAJC12	Angelova_2015
1205	Th2	DUSP6	Angelova_2015
1206	Th2	GATA3	Angelova_2015
1207	Th2	GNAI1	Angelova_2015
1208	Th2	HTR2B	Angelova_2015
1209	Th2	LAMP3	Angelova_2015
1210	Th2	NRP2	Angelova_2015
1211	Th2	OSBPL1A	Angelova_2015
1212	Th2	PDE4B	Angelova_2015
1213	Th2	PHLDA1	Angelova_2015
1214	Th2	PLA2G4A	Angelova_2015
1215	Th2	RAB27B	Angelova_2015
1216	Th2	RBMS3	Angelova_2015
1217	Th2	RNF125	Angelova_2015
1218	Th2	SIGLEC10	Angelova_2015
1219	Th2	SKAP1	Angelova_2015
1220	Th2	SMAD2	Angelova_2015
1221	Th2	TMPRSS3	Angelova_2015
1222	Th2	UBASH3A	Angelova_2015
1620	Th2	ADCY1	Bindea_2013
1621	Th2	AHI1	Bindea_2013
1622	Th2	ANK1	Bindea_2013
1623	Th2	BIRC5	Bindea_2013
1624	Th2	CDC25C	Bindea_2013
1625	Th2	CDC7	Bindea_2013
1626	Th2	CENPF	Bindea_2013
1627	Th2	CXCR6	Bindea_2013
1628	Th2	DHFR	Bindea_2013
1629	Th2	EVI5	Bindea_2013
1630	Th2	GATA3	Bindea_2013
1631	Th2	GSTA4	Bindea_2013
1632	Th2	HELLS	Bindea_2013
1633	Th2	IL26	Bindea_2013
1634	Th2	LAIR2	Bindea_2013
1635	Th2	LIMA1	Bindea_2013
1636	Th2	MB	Bindea_2013
1637	Th2	MICAL2	Bindea_2013
1638	Th2	NEIL3	Bindea_2013
1639	Th2	PHEX	Bindea_2013
1640	Th2	PMCH	Bindea_2013
1641	Th2	PTGIS	Bindea_2013
1642	Th2	SLC39A14	Bindea_2013
1643	Th2	SMAD2	Bindea_2013
1644	Th2	SNRPD1	Bindea_2013
1645	Th2	WDHD1	Bindea_2013
3417	Th2	ASB2	Charoentong_2017
3418	Th2	CSRP2	Charoentong_2017
3419	Th2	DAPK1	Charoentong_2017
3420	Th2	DLC1	Charoentong_2017
3421	Th2	DNAJC12	Charoentong_2017
3422	Th2	DUSP6	Charoentong_2017
3423	Th2	GNAI1	Charoentong_2017
3424	Th2	LAMP3	Charoentong_2017
3425	Th2	NRP2	Charoentong_2017
3426	Th2	OSBPL1A	Charoentong_2017
3427	Th2	PDE4B	Charoentong_2017
3428	Th2	PHLDA1	Charoentong_2017
3429	Th2	PLA2G4A	Charoentong_2017
3430	Th2	RAB27B	Charoentong_2017
3431	Th2	RBMS3	Charoentong_2017
3432	Th2	RNF125	Charoentong_2017
3433	Th2	TMPRSS3	Charoentong_2017
3434	Th2	GATA3	Charoentong_2017
1223	Treg	CCL19	Angelova_2015
1224	Treg	CD34	Angelova_2015
1225	Treg	CD72	Angelova_2015
1226	Treg	CTLA4	Angelova_2015
1227	Treg	FOXP3	Angelova_2015
1228	Treg	GADD45B	Angelova_2015
1229	Treg	GEM	Angelova_2015
1230	Treg	IL1RL1	Angelova_2015
1231	Treg	IL9R	Angelova_2015
1232	Treg	MADCAM1	Angelova_2015
1233	Treg	MYH10	Angelova_2015
1234	Treg	NCF2	Angelova_2015
1235	Treg	RCSD1	Angelova_2015
1236	Treg	RYR1	Angelova_2015
1237	Treg	SELE	Angelova_2015
1238	Treg	SELP	Angelova_2015
1239	Treg	SFRP1	Angelova_2015
1240	Treg	SIT1	Angelova_2015
1241	Treg	TIGIT	Angelova_2015
1242	Treg	TLR10	Angelova_2015
1243	Treg	TLR2	Angelova_2015
1244	Treg	TLR7	Angelova_2015
1245	Treg	TLR8	Angelova_2015
1246	Treg	TRAF1	Angelova_2015
1247	Treg	WIPF1	Angelova_2015
1248	Treg	TGFB1	Angelova_2015
1646	Treg	FOXP3	Bindea_2013
3435	Treg	CCL3L1	Charoentong_2017
3436	Treg	CD72	Charoentong_2017
3437	Treg	CLEC5A	Charoentong_2017
3438	Treg	FOXP3	Charoentong_2017
3439	Treg	ITGA4	Charoentong_2017
3440	Treg	L1CAM	Charoentong_2017
3441	Treg	LIPA	Charoentong_2017
3442	Treg	LRP1	Charoentong_2017
3443	Treg	LRRC42	Charoentong_2017
3444	Treg	MARCO	Charoentong_2017
3445	Treg	MMP12	Charoentong_2017
3446	Treg	MNDA	Charoentong_2017
3447	Treg	MRC1	Charoentong_2017
3448	Treg	MS4A6A	Charoentong_2017
3449	Treg	PELO	Charoentong_2017
3450	Treg	PLEK	Charoentong_2017
3451	Treg	PRSS23	Charoentong_2017
3452	Treg	PTGIR	Charoentong_2017
3453	Treg	ST8SIA4	Charoentong_2017
3454	Treg	STAB1	Charoentong_2017
